invoice_no,customer_id,gender,age,category,quantity,price,payment_method,invoice_date,shopping_mall,Revenue,Age_Group
I101318,C156439,Female,27,Clothing,1,300.08,Debit Card,2021-03-06 00:00:00,Metrocity,300.08,26-35
I101320,C264902,Male,18,Books,3,45.45,Cash,2022-04-12 00:00:00,Mall of Istanbul,136.35,<18
I101325,C101956,Female,27,Souvenir,1,11.73,Cash,2021-02-25 00:00:00,Mall of Istanbul,11.73,26-35
I101328,C468550,Male,52,Clothing,2,600.16,Cash,2022-07-24 00:00:00,Viaport Outlet,1200.32,46-55
I101339,C162091,Female,51,Clothing,4,1200.32,Credit Card,2021-04-21 00:00:00,Forum Istanbul,4801.28,46-55
I101343,C180911,Female,50,Toys,4,143.36,Debit Card,2021-06-02 00:00:00,Viaport Outlet,573.44,46-55
I101344,C107378,Male,54,Shoes,4,2400.68,Credit Card,2022-09-05 00:00:00,Kanyon,9602.72,46-55
I101347,C280063,Female,58,Toys,2,71.68,Credit Card,2021-09-26 00:00:00,Kanyon,143.36,56+
I101348,C126235,Female,67,Clothing,4,1200.32,Credit Card,2022-08-31 00:00:00,Mall of Istanbul,4801.28,56+
I101351,C726291,Female,52,Cosmetics,4,162.64,Cash,2021-06-10 00:00:00,Viaport Outlet,650.56,46-55
I101352,C548721,Female,26,Cosmetics,2,81.32,Cash,2021-01-22 00:00:00,Metropol AVM,162.64,26-35
I101353,C246402,Female,24,Cosmetics,2,81.32,Debit Card,2022-03-25 00:00:00,Istinye Park,162.64,18-25
I101354,C235189,Female,65,Cosmetics,2,81.32,Debit Card,2022-09-12 00:00:00,Emaar Square Mall,162.64,56+
I101356,C227436,Male,38,Cosmetics,1,40.66,Cash,2022-03-23 00:00:00,Metrocity,40.66,36-45
I101359,C269676,Male,42,Shoes,3,1800.51,Cash,2021-12-08 00:00:00,Metropol AVM,5401.53,36-45
I101360,C540352,Female,39,Shoes,5,3000.85,Credit Card,2021-07-11 00:00:00,Mall of Istanbul,15004.25,36-45
I101361,C184579,Male,39,Clothing,4,1200.32,Cash,2021-05-29 00:00:00,Istinye Park,4801.28,36-45
I101363,C182070,Male,18,Clothing,2,600.16,Credit Card,2022-11-26 00:00:00,Metrocity,1200.32,<18
I101366,C927671,Female,47,Clothing,2,600.16,Credit Card,2021-10-19 00:00:00,Kanyon,1200.32,46-55
I101368,C236364,Male,60,Books,4,60.6,Credit Card,2021-02-07 00:00:00,Istinye Park,242.4,56+
I101370,C313925,Female,59,Toys,5,179.2,Credit Card,2021-10-22 00:00:00,Kanyon,896,56+
I101372,C180019,Female,22,Toys,5,179.2,Credit Card,2021-06-05 00:00:00,Forum Istanbul,896,18-25
I101378,C241757,Female,47,Books,3,45.45,Cash,2021-12-30 00:00:00,Metrocity,136.35,46-55
I101379,C275478,Female,61,Clothing,1,300.08,Cash,2023-01-16 00:00:00,Kanyon,300.08,56+
I101383,C151482,Female,29,Cosmetics,5,203.3,Credit Card,2022-04-25 00:00:00,Metrocity,1016.5,26-35
I101390,C314514,Female,35,Cosmetics,3,121.98,Cash,2021-09-08 00:00:00,Mall of Istanbul,365.94,26-35
I101393,C109321,Female,55,Food & Beverage,3,15.69,Debit Card,2022-07-31 00:00:00,Kanyon,47.07,46-55
I101394,C321439,Female,24,Books,1,15.15,Cash,2022-06-07 00:00:00,Metropol AVM,15.15,18-25
I101398,C152504,Female,27,Cosmetics,2,81.32,Credit Card,2022-09-14 00:00:00,Mall of Istanbul,162.64,26-35
I101407,C323409,Female,32,Clothing,5,1500.4,Cash,2022-07-16 00:00:00,Viaport Outlet,7502,26-35
I101409,C431191,Female,21,Clothing,3,900.24,Debit Card,2022-11-10 00:00:00,Kanyon,2700.72,18-25
I101410,C177708,Female,63,Clothing,3,900.24,Cash,2022-06-13 00:00:00,Istinye Park,2700.72,56+
I101414,C104129,Female,20,Clothing,4,1200.32,Cash,2021-08-12 00:00:00,Metrocity,4801.28,18-25
I101418,C127683,Female,50,Clothing,3,900.24,Credit Card,2021-02-27 00:00:00,Emaar Square Mall,2700.72,46-55
I101419,C502529,Male,54,Toys,2,71.68,Credit Card,2021-03-11 00:00:00,Istinye Park,143.36,46-55
I101423,C666388,Male,52,Books,3,45.45,Cash,2023-02-03 00:00:00,Viaport Outlet,136.35,46-55
I101426,C262766,Female,67,Cosmetics,3,121.98,Cash,2021-04-29 00:00:00,Kanyon,365.94,56+
I101428,C197332,Female,21,Clothing,5,1500.4,Debit Card,2021-07-08 00:00:00,Mall of Istanbul,7502,18-25
I101429,C148693,Female,50,Books,4,60.6,Credit Card,2021-04-17 00:00:00,Mall of Istanbul,242.4,46-55
I101433,C208860,Male,40,Food & Beverage,3,15.69,Credit Card,2022-08-10 00:00:00,Mall of Istanbul,47.07,36-45
I101434,C310631,Male,30,Books,5,75.75,Cash,2021-11-29 00:00:00,Mall of Istanbul,378.75,26-35
I101435,C245633,Female,29,Toys,2,71.68,Credit Card,2022-08-04 00:00:00,Metropol AVM,143.36,26-35
I101442,C837574,Female,29,Cosmetics,4,162.64,Credit Card,2021-09-05 00:00:00,Mall of Istanbul,650.56,26-35
I101444,C335486,Female,51,Souvenir,5,58.65,Debit Card,2021-12-17 00:00:00,Emaar Square Mall,293.25,46-55
I101445,C171342,Female,18,Cosmetics,4,162.64,Credit Card,2022-05-02 00:00:00,Kanyon,650.56,<18
I101449,C220137,Male,33,Cosmetics,4,162.64,Credit Card,2021-12-05 00:00:00,Metrocity,650.56,26-35
I101452,C231594,Male,45,Clothing,2,600.16,Credit Card,2021-10-15 00:00:00,Emaar Square Mall,1200.32,36-45
I101453,C666613,Female,65,Cosmetics,1,40.66,Debit Card,2021-04-09 00:00:00,Kanyon,40.66,56+
I101454,C118691,Female,53,Clothing,3,900.24,Cash,2022-04-20 00:00:00,Istinye Park,2700.72,46-55
I101455,C154531,Male,69,Technology,3,3150,Cash,2022-02-28 00:00:00,Kanyon,9450,56+
I101456,C283434,Male,36,Technology,4,4200,Credit Card,2022-12-26 00:00:00,Kanyon,16800,36-45
I101458,C113888,Female,35,Clothing,1,300.08,Cash,2022-07-21 00:00:00,Metrocity,300.08,26-35
I101460,C247762,Female,45,Clothing,5,1500.4,Cash,2022-01-11 00:00:00,Zorlu Center,7502,36-45
I101465,C250819,Female,23,Clothing,2,600.16,Credit Card,2021-06-16 00:00:00,Metrocity,1200.32,18-25
I101466,C314331,Female,36,Clothing,2,600.16,Cash,2022-09-29 00:00:00,Emaar Square Mall,1200.32,36-45
I101467,C155383,Female,54,Toys,4,143.36,Cash,2022-07-04 00:00:00,Metropol AVM,573.44,46-55
I101472,C216194,Female,45,Clothing,4,1200.32,Cash,2021-07-06 00:00:00,Metrocity,4801.28,36-45
I101475,C204569,Female,54,Souvenir,3,35.19,Credit Card,2021-08-04 00:00:00,Kanyon,105.57,46-55
I101476,C295108,Female,59,Toys,2,71.68,Cash,2022-05-06 00:00:00,Istinye Park,143.36,56+
I101480,C145217,Female,29,Books,1,15.15,Credit Card,2023-01-15 00:00:00,Metrocity,15.15,26-35
I101483,C670088,Female,54,Books,2,30.3,Cash,2022-01-14 00:00:00,Viaport Outlet,60.6,46-55
I101489,C287411,Male,56,Toys,1,35.84,Credit Card,2022-03-14 00:00:00,Zorlu Center,35.84,56+
I101498,C431849,Female,52,Clothing,2,600.16,Debit Card,2021-08-30 00:00:00,Mall of Istanbul,1200.32,46-55
I101499,C208394,Male,52,Clothing,4,1200.32,Cash,2022-06-16 00:00:00,Kanyon,4801.28,46-55
I101509,C416542,Female,48,Food & Beverage,2,10.46,Cash,2022-04-23 00:00:00,Istinye Park,20.92,46-55
I101511,C286261,Male,58,Food & Beverage,4,20.92,Credit Card,2021-10-06 00:00:00,Kanyon,83.68,56+
I101512,C657278,Female,43,Clothing,4,1200.32,Cash,2021-07-30 00:00:00,Kanyon,4801.28,36-45
I101518,C107937,Female,37,Toys,4,143.36,Cash,2022-04-09 00:00:00,Mall of Istanbul,573.44,36-45
I101520,C260507,Female,32,Clothing,1,300.08,Debit Card,2021-03-12 00:00:00,Kanyon,300.08,26-35
I101521,C234258,Male,54,Clothing,5,1500.4,Debit Card,2022-03-28 00:00:00,Forum Istanbul,7502,46-55
I101525,C616099,Female,69,Clothing,3,900.24,Cash,2021-10-22 00:00:00,Zorlu Center,2700.72,56+
I101526,C332894,Female,24,Clothing,5,1500.4,Cash,2022-08-18 00:00:00,Forum Istanbul,7502,18-25
I101528,C149902,Female,60,Technology,5,5250,Cash,2022-05-19 00:00:00,Zorlu Center,26250,56+
I101529,C203227,Female,20,Toys,5,179.2,Debit Card,2021-01-17 00:00:00,Metrocity,896,18-25
I101532,C128002,Male,56,Toys,3,107.52,Cash,2022-07-01 00:00:00,Cevahir AVM,322.56,56+
I101535,C219503,Female,39,Cosmetics,4,162.64,Credit Card,2023-03-01 00:00:00,Istinye Park,650.56,36-45
I101536,C323102,Female,66,Toys,2,71.68,Credit Card,2022-12-07 00:00:00,Emaar Square Mall,143.36,56+
I101537,C168070,Female,26,Souvenir,1,11.73,Credit Card,2021-11-06 00:00:00,Cevahir AVM,11.73,26-35
I101541,C210572,Female,58,Clothing,3,900.24,Debit Card,2021-12-13 00:00:00,Istinye Park,2700.72,56+
I101544,C208879,Female,48,Cosmetics,2,81.32,Credit Card,2021-02-13 00:00:00,Metrocity,162.64,46-55
I101546,C121708,Female,45,Shoes,2,1200.34,Credit Card,2023-02-18 00:00:00,Metrocity,2400.68,36-45
I101549,C311614,Female,45,Toys,3,107.52,Debit Card,2021-07-20 00:00:00,Zorlu Center,322.56,36-45
I101551,C164448,Female,45,Clothing,2,600.16,Debit Card,2021-12-27 00:00:00,Metrocity,1200.32,36-45
I101554,C273482,Female,41,Clothing,2,600.16,Cash,2021-08-01 00:00:00,Emaar Square Mall,1200.32,36-45
I101555,C758873,Female,25,Cosmetics,5,203.3,Debit Card,2022-06-05 00:00:00,Kanyon,1016.5,18-25
I101569,C148240,Male,21,Toys,2,71.68,Credit Card,2022-07-14 00:00:00,Emaar Square Mall,143.36,18-25
I101572,C210353,Female,50,Clothing,4,1200.32,Cash,2022-11-06 00:00:00,Metropol AVM,4801.28,46-55
I101573,C150669,Female,57,Cosmetics,4,162.64,Cash,2022-07-28 00:00:00,Cevahir AVM,650.56,56+
I101574,C178897,Female,32,Food & Beverage,2,10.46,Credit Card,2023-02-02 00:00:00,Kanyon,20.92,26-35
I101576,C262719,Male,58,Clothing,1,300.08,Debit Card,2021-08-12 00:00:00,Kanyon,300.08,56+
I101578,C302346,Female,61,Books,3,45.45,Cash,2023-03-04 00:00:00,Metrocity,136.35,56+
I101580,C266174,Male,47,Clothing,4,1200.32,Debit Card,2021-04-03 00:00:00,Kanyon,4801.28,46-55
I101585,C157226,Female,65,Books,3,45.45,Credit Card,2022-09-26 00:00:00,Mall of Istanbul,136.35,56+
I101587,C434876,Female,53,Technology,5,5250,Cash,2022-01-11 00:00:00,Metropol AVM,26250,46-55
I101588,C769285,Female,63,Clothing,3,900.24,Cash,2021-05-17 00:00:00,Kanyon,2700.72,56+
I101592,C228966,Female,54,Books,1,15.15,Credit Card,2021-10-25 00:00:00,Kanyon,15.15,46-55
I101594,C117752,Female,50,Shoes,3,1800.51,Cash,2021-08-08 00:00:00,Cevahir AVM,5401.53,46-55
I101596,C309263,Female,43,Books,5,75.75,Cash,2021-08-30 00:00:00,Kanyon,378.75,36-45
I101598,C338372,Female,59,Cosmetics,2,81.32,Credit Card,2021-07-30 00:00:00,Metrocity,162.64,56+
I101603,C309591,Male,67,Toys,2,71.68,Cash,2021-10-05 00:00:00,Kanyon,143.36,56+
I101605,C756859,Female,30,Clothing,2,600.16,Cash,2023-01-25 00:00:00,Mall of Istanbul,1200.32,26-35
I101606,C279630,Male,25,Clothing,1,300.08,Cash,2021-11-28 00:00:00,Mall of Istanbul,300.08,18-25
I101612,C185174,Male,39,Toys,3,107.52,Credit Card,2022-12-28 00:00:00,Metrocity,322.56,36-45
I101618,C203219,Male,24,Clothing,1,300.08,Cash,2021-01-10 00:00:00,Kanyon,300.08,18-25
I101620,C104200,Female,69,Clothing,4,1200.32,Debit Card,2021-08-12 00:00:00,Kanyon,4801.28,56+
I101621,C325188,Female,18,Souvenir,4,46.92,Cash,2022-03-19 00:00:00,Kanyon,187.68,<18
I101624,C115743,Male,62,Cosmetics,3,121.98,Cash,2021-10-15 00:00:00,Kanyon,365.94,56+
I101627,C144374,Male,59,Food & Beverage,2,10.46,Debit Card,2022-08-26 00:00:00,Zorlu Center,20.92,56+
I101629,C102585,Male,41,Cosmetics,3,121.98,Cash,2021-09-25 00:00:00,Mall of Istanbul,365.94,36-45
I101634,C318714,Female,19,Clothing,1,300.08,Debit Card,2022-03-11 00:00:00,Metrocity,300.08,18-25
I101635,C695700,Female,18,Toys,5,179.2,Cash,2022-06-03 00:00:00,Forum Istanbul,896,<18
I101638,C217867,Female,27,Technology,2,2100,Cash,2022-07-22 00:00:00,Metrocity,4200,26-35
I101641,C483550,Male,37,Toys,3,107.52,Credit Card,2021-12-06 00:00:00,Cevahir AVM,322.56,36-45
I101642,C296856,Female,39,Clothing,4,1200.32,Debit Card,2021-10-22 00:00:00,Mall of Istanbul,4801.28,36-45
I101645,C683241,Female,63,Clothing,4,1200.32,Credit Card,2022-11-10 00:00:00,Metrocity,4801.28,56+
I101649,C801987,Male,41,Technology,3,3150,Cash,2021-11-12 00:00:00,Metropol AVM,9450,36-45
I101653,C185129,Female,68,Souvenir,2,23.46,Cash,2021-04-10 00:00:00,Kanyon,46.92,56+
I101658,C254846,Female,63,Cosmetics,1,40.66,Credit Card,2021-09-18 00:00:00,Mall of Istanbul,40.66,56+
I101659,C197249,Female,67,Shoes,5,3000.85,Cash,2022-11-29 00:00:00,Viaport Outlet,15004.25,56+
I101661,C156543,Female,45,Clothing,4,1200.32,Cash,2022-08-06 00:00:00,Emaar Square Mall,4801.28,36-45
I101667,C142998,Female,41,Souvenir,5,58.65,Credit Card,2022-09-14 00:00:00,Metrocity,293.25,36-45
I101669,C308898,Male,32,Toys,3,107.52,Credit Card,2022-08-01 00:00:00,Viaport Outlet,322.56,26-35
I101670,C584201,Female,34,Clothing,1,300.08,Cash,2021-02-02 00:00:00,Metropol AVM,300.08,26-35
I101672,C976493,Male,21,Books,2,30.3,Credit Card,2021-01-23 00:00:00,Metrocity,60.6,18-25
I101674,C284838,Male,22,Cosmetics,1,40.66,Credit Card,2021-06-12 00:00:00,Viaport Outlet,40.66,18-25
I101675,C302289,Female,20,Cosmetics,3,121.98,Debit Card,2022-10-06 00:00:00,Metrocity,365.94,18-25
I101676,C179567,Female,39,Clothing,2,600.16,Cash,2023-02-10 00:00:00,Kanyon,1200.32,36-45
I101677,C518156,Female,22,Books,5,75.75,Credit Card,2021-01-23 00:00:00,Cevahir AVM,378.75,18-25
I101682,C201671,Female,46,Clothing,4,1200.32,Cash,2022-12-07 00:00:00,Cevahir AVM,4801.28,46-55
I101684,C280909,Female,25,Souvenir,5,58.65,Credit Card,2022-08-28 00:00:00,Mall of Istanbul,293.25,18-25
I101686,C520399,Female,30,Clothing,3,900.24,Debit Card,2021-12-03 00:00:00,Istinye Park,2700.72,26-35
I101691,C322262,Male,67,Souvenir,4,46.92,Cash,2021-03-05 00:00:00,Mall of Istanbul,187.68,56+
I101700,C156564,Male,56,Cosmetics,2,81.32,Credit Card,2022-03-04 00:00:00,Istinye Park,162.64,56+
I101703,C113813,Female,65,Cosmetics,1,40.66,Credit Card,2022-11-01 00:00:00,Mall of Istanbul,40.66,56+
I101704,C568729,Female,22,Toys,3,107.52,Credit Card,2021-05-10 00:00:00,Kanyon,322.56,18-25
I101708,C103055,Male,55,Food & Beverage,1,5.23,Cash,2021-05-25 00:00:00,Metrocity,5.23,46-55
I101709,C800815,Female,20,Clothing,5,1500.4,Debit Card,2021-09-02 00:00:00,Mall of Istanbul,7502,18-25
I101711,C354279,Male,48,Food & Beverage,3,15.69,Credit Card,2021-06-18 00:00:00,Metropol AVM,47.07,46-55
I101714,C273113,Female,33,Books,3,45.45,Cash,2022-10-11 00:00:00,Mall of Istanbul,136.35,26-35
I101716,C254712,Female,19,Clothing,2,600.16,Debit Card,2021-11-04 00:00:00,Istinye Park,1200.32,18-25
I101717,C143132,Male,42,Cosmetics,5,203.3,Cash,2021-12-03 00:00:00,Kanyon,1016.5,36-45
I101720,C105307,Male,67,Cosmetics,1,40.66,Cash,2022-03-29 00:00:00,Metrocity,40.66,56+
I101724,C331264,Female,60,Food & Beverage,5,26.15,Cash,2022-03-16 00:00:00,Metrocity,130.75,56+
I101727,C145580,Male,67,Clothing,2,600.16,Cash,2022-05-04 00:00:00,Cevahir AVM,1200.32,56+
I101728,C183537,Female,48,Cosmetics,2,81.32,Cash,2021-11-07 00:00:00,Mall of Istanbul,162.64,46-55
I101730,C378627,Female,41,Toys,5,179.2,Credit Card,2021-12-19 00:00:00,Kanyon,896,36-45
I101731,C125296,Female,41,Books,3,45.45,Cash,2023-01-23 00:00:00,Mall of Istanbul,136.35,36-45
I101734,C150574,Female,26,Shoes,2,1200.34,Credit Card,2021-09-08 00:00:00,Metropol AVM,2400.68,26-35
I101739,C152510,Male,49,Clothing,1,300.08,Debit Card,2021-02-04 00:00:00,Kanyon,300.08,46-55
I101740,C136633,Male,22,Toys,1,35.84,Debit Card,2021-11-12 00:00:00,Istinye Park,35.84,18-25
I101741,C319933,Male,68,Shoes,3,1800.51,Credit Card,2021-07-21 00:00:00,Mall of Istanbul,5401.53,56+
I101742,C123907,Female,34,Toys,5,179.2,Credit Card,2021-01-17 00:00:00,Mall of Istanbul,896,26-35
I101743,C158928,Male,48,Cosmetics,3,121.98,Cash,2022-03-31 00:00:00,Metrocity,365.94,46-55
I101745,C105559,Male,42,Shoes,5,3000.85,Cash,2021-04-05 00:00:00,Cevahir AVM,15004.25,36-45
I101752,C116715,Female,45,Souvenir,4,46.92,Cash,2021-05-16 00:00:00,Metropol AVM,187.68,36-45
I101753,C336142,Female,29,Cosmetics,5,203.3,Credit Card,2021-04-25 00:00:00,Istinye Park,1016.5,26-35
I101754,C125307,Female,53,Clothing,4,1200.32,Debit Card,2021-09-24 00:00:00,Kanyon,4801.28,46-55
I101755,C333796,Female,53,Clothing,3,900.24,Debit Card,2021-02-19 00:00:00,Metrocity,2700.72,46-55
I101765,C280567,Male,41,Clothing,3,900.24,Credit Card,2021-08-07 00:00:00,Kanyon,2700.72,36-45
I101767,C181289,Female,30,Food & Beverage,4,20.92,Credit Card,2022-10-22 00:00:00,Metropol AVM,83.68,26-35
I101768,C249684,Female,56,Cosmetics,3,121.98,Credit Card,2022-01-24 00:00:00,Mall of Istanbul,365.94,56+
I101769,C306686,Male,61,Food & Beverage,5,26.15,Debit Card,2022-04-18 00:00:00,Viaport Outlet,130.75,56+
I101775,C867251,Female,64,Clothing,2,600.16,Credit Card,2023-02-14 00:00:00,Mall of Istanbul,1200.32,56+
I101779,C114592,Female,62,Books,3,45.45,Debit Card,2022-03-14 00:00:00,Mall of Istanbul,136.35,56+
I101782,C221270,Female,26,Cosmetics,5,203.3,Credit Card,2021-06-22 00:00:00,Mall of Istanbul,1016.5,26-35
I101785,C279161,Female,31,Shoes,5,3000.85,Debit Card,2022-07-13 00:00:00,Kanyon,15004.25,26-35
I101790,C310170,Female,68,Books,1,15.15,Credit Card,2021-09-06 00:00:00,Kanyon,15.15,56+
I101795,C207950,Male,39,Clothing,4,1200.32,Debit Card,2023-01-25 00:00:00,Metrocity,4801.28,36-45
I101799,C789602,Female,59,Technology,3,3150,Credit Card,2022-05-18 00:00:00,Viaport Outlet,9450,56+
I101806,C322425,Female,42,Clothing,1,300.08,Credit Card,2022-01-05 00:00:00,Mall of Istanbul,300.08,36-45
I101809,C148190,Female,21,Clothing,5,1500.4,Cash,2021-11-10 00:00:00,Mall of Istanbul,7502,18-25
I101810,C259949,Female,69,Toys,4,143.36,Credit Card,2021-07-05 00:00:00,Emaar Square Mall,573.44,56+
I101819,C787263,Female,59,Toys,3,107.52,Cash,2022-06-17 00:00:00,Metropol AVM,322.56,56+
I101820,C324317,Male,69,Clothing,1,300.08,Cash,2021-08-14 00:00:00,Emaar Square Mall,300.08,56+
I101822,C178709,Female,53,Food & Beverage,4,20.92,Debit Card,2022-07-04 00:00:00,Istinye Park,83.68,46-55
I101823,C121785,Male,64,Clothing,4,1200.32,Credit Card,2021-06-22 00:00:00,Emaar Square Mall,4801.28,56+
I101827,C150375,Female,27,Toys,3,107.52,Cash,2022-11-11 00:00:00,Kanyon,322.56,26-35
I101829,C207614,Female,52,Technology,2,2100,Credit Card,2021-11-25 00:00:00,Istinye Park,4200,46-55
I101832,C261194,Female,40,Cosmetics,3,121.98,Credit Card,2022-12-25 00:00:00,Kanyon,365.94,36-45
I101834,C407525,Female,69,Toys,5,179.2,Cash,2021-04-23 00:00:00,Istinye Park,896,56+
I101837,C288430,Female,33,Shoes,4,2400.68,Credit Card,2022-05-14 00:00:00,Metrocity,9602.72,26-35
I101840,C128251,Male,61,Clothing,3,900.24,Credit Card,2022-03-28 00:00:00,Kanyon,2700.72,56+
I101842,C158131,Female,62,Shoes,1,600.17,Credit Card,2021-04-27 00:00:00,Metropol AVM,600.17,56+
I101843,C300621,Female,61,Clothing,5,1500.4,Cash,2023-01-18 00:00:00,Kanyon,7502,56+
I101852,C224985,Male,32,Clothing,2,600.16,Debit Card,2023-03-04 00:00:00,Mall of Istanbul,1200.32,26-35
I101854,C190002,Male,41,Shoes,1,600.17,Cash,2022-10-14 00:00:00,Mall of Istanbul,600.17,36-45
I101855,C120734,Female,25,Books,4,60.6,Cash,2023-02-18 00:00:00,Forum Istanbul,242.4,18-25
I101857,C227245,Female,34,Souvenir,2,23.46,Cash,2022-04-29 00:00:00,Metropol AVM,46.92,26-35
I101862,C352919,Female,24,Shoes,2,1200.34,Credit Card,2022-12-02 00:00:00,Viaport Outlet,2400.68,18-25
I101865,C248634,Female,47,Clothing,1,300.08,Cash,2023-01-15 00:00:00,Mall of Istanbul,300.08,46-55
I101869,C578801,Male,27,Technology,2,2100,Cash,2023-01-25 00:00:00,Mall of Istanbul,4200,26-35
I101870,C350587,Female,68,Shoes,3,1800.51,Cash,2021-03-24 00:00:00,Metropol AVM,5401.53,56+
I101871,C233682,Female,26,Cosmetics,4,162.64,Cash,2023-01-22 00:00:00,Kanyon,650.56,26-35
I101873,C844870,Female,67,Clothing,2,600.16,Credit Card,2021-12-14 00:00:00,Emaar Square Mall,1200.32,56+
I101879,C419320,Male,52,Cosmetics,2,81.32,Credit Card,2021-06-18 00:00:00,Kanyon,162.64,46-55
I101882,C225381,Male,38,Clothing,4,1200.32,Cash,2022-06-10 00:00:00,Zorlu Center,4801.28,36-45
I101885,C199456,Male,57,Books,4,60.6,Credit Card,2021-04-18 00:00:00,Forum Istanbul,242.4,56+
I101887,C169919,Male,32,Souvenir,4,46.92,Cash,2021-08-16 00:00:00,Metrocity,187.68,26-35
I101888,C216076,Male,69,Clothing,5,1500.4,Cash,2021-02-22 00:00:00,Metropol AVM,7502,56+
I101889,C121577,Female,52,Shoes,3,1800.51,Cash,2022-02-17 00:00:00,Metropol AVM,5401.53,46-55
I101891,C180405,Female,21,Cosmetics,2,81.32,Debit Card,2022-09-20 00:00:00,Cevahir AVM,162.64,18-25
I101893,C586871,Female,36,Food & Beverage,1,5.23,Credit Card,2022-04-12 00:00:00,Viaport Outlet,5.23,36-45
