invoice_no,customer_id,gender,age,category,quantity,price,payment_method,invoice_date,shopping_mall,Revenue,Age_Group
I102495,C179897,Male,48,Clothing,2,600.16,Cash,2021-09-13 00:00:00,Metrocity,1200.32,46-55
I102497,C299013,Male,63,Clothing,1,300.08,Credit Card,2022-09-17 00:00:00,Mall of Istanbul,300.08,56+
I102500,C973474,Female,28,Clothing,3,900.24,Credit Card,2022-05-16 00:00:00,Mall of Istanbul,2700.72,26-35
I102501,C634728,Male,54,Clothing,3,900.24,Credit Card,2021-09-29 00:00:00,Istinye Park,2700.72,46-55
I102502,C256344,Female,53,Food & Beverage,1,5.23,Debit Card,2021-10-27 00:00:00,Kanyon,5.23,46-55
I102504,C287619,Female,34,Clothing,4,1200.32,Debit Card,2022-10-17 00:00:00,Metrocity,4801.28,26-35
I102509,C164347,Female,22,Technology,5,5250,Debit Card,2022-11-06 00:00:00,Viaport Outlet,26250,18-25
I102512,C199702,Male,61,Shoes,2,1200.34,Credit Card,2021-10-09 00:00:00,Forum Istanbul,2400.68,56+
I102513,C317824,Male,61,Clothing,3,900.24,Credit Card,2022-10-16 00:00:00,Istinye Park,2700.72,56+
I102514,C310453,Female,46,Food & Beverage,5,26.15,Debit Card,2021-01-16 00:00:00,Kanyon,130.75,46-55
I102518,C904918,Female,46,Shoes,1,600.17,Credit Card,2021-06-22 00:00:00,Kanyon,600.17,46-55
I102520,C531894,Female,33,Books,4,60.6,Credit Card,2021-01-22 00:00:00,Emaar Square Mall,242.4,26-35
I102521,C314327,Female,23,Food & Beverage,2,10.46,Credit Card,2021-08-15 00:00:00,Emaar Square Mall,20.92,18-25
I102525,C240268,Male,61,Cosmetics,1,40.66,Cash,2022-01-16 00:00:00,Kanyon,40.66,56+
I102526,C317197,Male,33,Cosmetics,3,121.98,Credit Card,2022-03-01 00:00:00,Cevahir AVM,365.94,26-35
I102528,C279943,Male,45,Toys,3,107.52,Debit Card,2022-06-23 00:00:00,Viaport Outlet,322.56,36-45
I102533,C363843,Female,25,Clothing,3,900.24,Cash,2021-04-04 00:00:00,Emaar Square Mall,2700.72,18-25
I102534,C522955,Female,46,Clothing,4,1200.32,Debit Card,2022-11-30 00:00:00,Metrocity,4801.28,46-55
I102535,C194716,Male,34,Shoes,1,600.17,Cash,2021-02-20 00:00:00,Metropol AVM,600.17,26-35
I102541,C369611,Female,55,Cosmetics,3,121.98,Credit Card,2021-02-27 00:00:00,Metropol AVM,365.94,46-55
I102542,C860947,Female,34,Clothing,2,600.16,Credit Card,2021-04-12 00:00:00,Mall of Istanbul,1200.32,26-35
I102543,C252688,Female,22,Souvenir,2,23.46,Credit Card,2021-03-05 00:00:00,Kanyon,46.92,18-25
I102546,C307847,Female,30,Shoes,2,1200.34,Cash,2021-10-06 00:00:00,Metropol AVM,2400.68,26-35
I102547,C941147,Female,62,Clothing,2,600.16,Debit Card,2021-06-20 00:00:00,Zorlu Center,1200.32,56+
I102553,C153282,Male,45,Toys,4,143.36,Cash,2022-05-12 00:00:00,Metrocity,573.44,36-45
I102556,C315965,Male,26,Clothing,1,300.08,Cash,2023-01-16 00:00:00,Kanyon,300.08,26-35
I102558,C153506,Female,30,Clothing,5,1500.4,Debit Card,2021-09-14 00:00:00,Metropol AVM,7502,26-35
I102559,C839296,Female,31,Books,4,60.6,Cash,2022-02-23 00:00:00,Mall of Istanbul,242.4,26-35
I102561,C220525,Male,63,Clothing,3,900.24,Credit Card,2021-10-27 00:00:00,Metrocity,2700.72,56+
I102562,C272836,Female,48,Toys,5,179.2,Cash,2022-09-16 00:00:00,Mall of Istanbul,896,46-55
I102564,C152318,Female,49,Clothing,5,1500.4,Cash,2021-06-13 00:00:00,Metrocity,7502,46-55
I102567,C441192,Female,21,Clothing,1,300.08,Credit Card,2023-03-06 00:00:00,Kanyon,300.08,18-25
I102569,C162413,Male,43,Cosmetics,4,162.64,Credit Card,2022-11-24 00:00:00,Zorlu Center,650.56,36-45
I102573,C602990,Female,62,Shoes,2,1200.34,Cash,2022-08-23 00:00:00,Mall of Istanbul,2400.68,56+
I102578,C207183,Female,36,Clothing,3,900.24,Cash,2021-02-22 00:00:00,Metrocity,2700.72,36-45
I102587,C255931,Female,32,Food & Beverage,2,10.46,Cash,2023-01-02 00:00:00,Kanyon,20.92,26-35
I102589,C770363,Male,44,Clothing,3,900.24,Debit Card,2022-10-27 00:00:00,Cevahir AVM,2700.72,36-45
I102595,C256607,Female,48,Food & Beverage,2,10.46,Cash,2021-08-09 00:00:00,Metrocity,20.92,46-55
I102600,C425591,Male,48,Clothing,1,300.08,Credit Card,2022-05-13 00:00:00,Mall of Istanbul,300.08,46-55
I102604,C286659,Male,26,Shoes,3,1800.51,Cash,2021-07-03 00:00:00,Mall of Istanbul,5401.53,26-35
I102607,C905205,Female,65,Shoes,4,2400.68,Credit Card,2021-03-28 00:00:00,Metropol AVM,9602.72,56+
I102610,C167297,Female,37,Food & Beverage,3,15.69,Credit Card,2022-03-24 00:00:00,Istinye Park,47.07,36-45
I102612,C210929,Female,66,Clothing,2,600.16,Credit Card,2022-09-29 00:00:00,Mall of Istanbul,1200.32,56+
I102613,C602495,Female,50,Shoes,1,600.17,Cash,2021-05-26 00:00:00,Istinye Park,600.17,46-55
I102619,C279714,Female,23,Clothing,2,600.16,Credit Card,2022-05-12 00:00:00,Metrocity,1200.32,18-25
I102623,C191191,Male,58,Cosmetics,4,162.64,Credit Card,2022-08-27 00:00:00,Zorlu Center,650.56,56+
I102625,C305261,Male,26,Shoes,2,1200.34,Cash,2021-05-28 00:00:00,Zorlu Center,2400.68,26-35
I102628,C800190,Male,31,Clothing,1,300.08,Credit Card,2022-12-01 00:00:00,Cevahir AVM,300.08,26-35
I102629,C103453,Male,46,Clothing,5,1500.4,Credit Card,2021-03-28 00:00:00,Mall of Istanbul,7502,46-55
I102632,C247827,Male,55,Clothing,1,300.08,Credit Card,2023-03-02 00:00:00,Kanyon,300.08,46-55
I102634,C205293,Male,20,Clothing,3,900.24,Credit Card,2023-02-18 00:00:00,Forum Istanbul,2700.72,18-25
I102635,C162707,Female,50,Clothing,4,1200.32,Cash,2021-01-13 00:00:00,Emaar Square Mall,4801.28,46-55
I102636,C988123,Male,67,Cosmetics,3,121.98,Cash,2021-01-02 00:00:00,Kanyon,365.94,56+
I102641,C148509,Male,52,Cosmetics,4,162.64,Credit Card,2022-06-23 00:00:00,Mall of Istanbul,650.56,46-55
I102642,C626080,Male,43,Shoes,2,1200.34,Credit Card,2023-02-01 00:00:00,Viaport Outlet,2400.68,36-45
I102645,C156538,Male,46,Books,1,15.15,Credit Card,2021-10-14 00:00:00,Kanyon,15.15,46-55
I102647,C208778,Female,35,Cosmetics,5,203.3,Cash,2021-11-21 00:00:00,Zorlu Center,1016.5,26-35
I102652,C134226,Female,67,Clothing,1,300.08,Cash,2021-08-15 00:00:00,Metropol AVM,300.08,56+
I102653,C144135,Female,33,Clothing,1,300.08,Cash,2021-10-20 00:00:00,Kanyon,300.08,26-35
I102656,C317978,Male,43,Books,5,75.75,Credit Card,2021-07-20 00:00:00,Metrocity,378.75,36-45
I102666,C114925,Male,66,Shoes,5,3000.85,Cash,2022-01-03 00:00:00,Mall of Istanbul,15004.25,56+
I102669,C172671,Male,40,Clothing,1,300.08,Credit Card,2021-11-12 00:00:00,Kanyon,300.08,36-45
I102675,C936544,Female,45,Food & Beverage,2,10.46,Cash,2021-12-27 00:00:00,Istinye Park,20.92,36-45
I102677,C149751,Male,20,Shoes,3,1800.51,Credit Card,2022-04-05 00:00:00,Emaar Square Mall,5401.53,18-25
I102681,C298900,Female,19,Clothing,1,300.08,Credit Card,2022-09-24 00:00:00,Metrocity,300.08,18-25
I102686,C128656,Female,41,Clothing,3,900.24,Credit Card,2022-11-27 00:00:00,Kanyon,2700.72,36-45
I102690,C177682,Male,59,Cosmetics,3,121.98,Debit Card,2022-11-07 00:00:00,Mall of Istanbul,365.94,56+
I102691,C253781,Female,35,Souvenir,3,35.19,Credit Card,2021-10-06 00:00:00,Metropol AVM,105.57,26-35
I102692,C340001,Female,65,Food & Beverage,2,10.46,Cash,2021-04-25 00:00:00,Mall of Istanbul,20.92,56+
I102694,C782676,Female,65,Shoes,5,3000.85,Cash,2021-07-19 00:00:00,Mall of Istanbul,15004.25,56+
I102697,C232551,Male,54,Clothing,2,600.16,Debit Card,2022-06-08 00:00:00,Metrocity,1200.32,46-55
I102700,C378568,Female,57,Clothing,4,1200.32,Cash,2021-01-25 00:00:00,Mall of Istanbul,4801.28,56+
I102703,C110600,Female,40,Technology,5,5250,Credit Card,2022-10-11 00:00:00,Mall of Istanbul,26250,36-45
I102713,C259637,Female,27,Shoes,1,600.17,Cash,2022-05-26 00:00:00,Metrocity,600.17,26-35
I102714,C182058,Female,63,Clothing,3,900.24,Debit Card,2021-03-04 00:00:00,Mall of Istanbul,2700.72,56+
I102715,C837237,Male,41,Clothing,3,900.24,Debit Card,2022-10-20 00:00:00,Istinye Park,2700.72,36-45
I102716,C231411,Female,27,Toys,3,107.52,Credit Card,2022-11-15 00:00:00,Metrocity,322.56,26-35
I102719,C480086,Female,45,Technology,1,1050,Cash,2021-04-24 00:00:00,Mall of Istanbul,1050,36-45
I102721,C102359,Male,57,Toys,3,107.52,Credit Card,2022-07-09 00:00:00,Metrocity,322.56,56+
I102725,C385326,Female,54,Toys,5,179.2,Cash,2022-09-16 00:00:00,Metrocity,896,46-55
I102726,C444281,Female,66,Clothing,2,600.16,Credit Card,2023-01-08 00:00:00,Cevahir AVM,1200.32,56+
I102729,C216936,Female,44,Clothing,1,300.08,Credit Card,2021-01-03 00:00:00,Metrocity,300.08,36-45
I102730,C181990,Male,57,Technology,4,4200,Cash,2022-07-11 00:00:00,Mall of Istanbul,16800,56+
I102732,C719232,Male,50,Clothing,5,1500.4,Cash,2021-09-24 00:00:00,Zorlu Center,7502,46-55
I102734,C134006,Female,48,Clothing,5,1500.4,Debit Card,2021-06-08 00:00:00,Metrocity,7502,46-55
I102735,C662013,Female,55,Shoes,4,2400.68,Debit Card,2023-02-22 00:00:00,Zorlu Center,9602.72,46-55
I102737,C112982,Female,68,Technology,3,3150,Cash,2022-08-09 00:00:00,Mall of Istanbul,9450,56+
I102751,C224224,Female,67,Technology,2,2100,Credit Card,2022-09-28 00:00:00,Metrocity,4200,56+
I102754,C760072,Female,58,Shoes,2,1200.34,Cash,2021-09-13 00:00:00,Emaar Square Mall,2400.68,56+
I102758,C778349,Female,35,Food & Beverage,1,5.23,Cash,2022-12-01 00:00:00,Metropol AVM,5.23,26-35
I102759,C174415,Female,28,Clothing,2,600.16,Credit Card,2022-03-26 00:00:00,Mall of Istanbul,1200.32,26-35
I102760,C158547,Female,64,Food & Beverage,1,5.23,Credit Card,2021-09-02 00:00:00,Viaport Outlet,5.23,56+
I102761,C333330,Female,23,Cosmetics,1,40.66,Cash,2021-03-19 00:00:00,Mall of Istanbul,40.66,18-25
I102764,C102832,Female,41,Clothing,3,900.24,Credit Card,2022-08-19 00:00:00,Metropol AVM,2700.72,36-45
I102766,C200431,Male,40,Books,2,30.3,Debit Card,2021-01-07 00:00:00,Emaar Square Mall,60.6,36-45
I102767,C203666,Female,20,Cosmetics,5,203.3,Credit Card,2022-01-07 00:00:00,Viaport Outlet,1016.5,18-25
I102773,C287506,Female,35,Cosmetics,1,40.66,Credit Card,2023-01-05 00:00:00,Kanyon,40.66,26-35
I102776,C214209,Female,22,Clothing,4,1200.32,Cash,2021-11-06 00:00:00,Metrocity,4801.28,18-25
I102782,C105352,Female,51,Souvenir,5,58.65,Cash,2021-11-01 00:00:00,Mall of Istanbul,293.25,46-55
I102783,C816576,Female,56,Food & Beverage,1,5.23,Cash,2023-02-05 00:00:00,Istinye Park,5.23,56+
I102786,C969271,Female,35,Clothing,2,600.16,Cash,2022-06-29 00:00:00,Emaar Square Mall,1200.32,26-35
I102790,C193288,Female,21,Clothing,5,1500.4,Debit Card,2022-07-20 00:00:00,Cevahir AVM,7502,18-25
I102792,C766287,Male,35,Souvenir,1,11.73,Credit Card,2022-07-17 00:00:00,Kanyon,11.73,26-35
I102797,C129206,Male,52,Cosmetics,2,81.32,Credit Card,2023-01-12 00:00:00,Mall of Istanbul,162.64,46-55
I102799,C704920,Male,33,Shoes,5,3000.85,Debit Card,2021-04-20 00:00:00,Viaport Outlet,15004.25,26-35
I102800,C211156,Female,40,Shoes,1,600.17,Credit Card,2022-01-02 00:00:00,Viaport Outlet,600.17,36-45
I102801,C288748,Female,69,Clothing,1,300.08,Credit Card,2022-05-01 00:00:00,Metrocity,300.08,56+
I102802,C107887,Female,22,Souvenir,3,35.19,Debit Card,2021-07-24 00:00:00,Zorlu Center,105.57,18-25
I102818,C156505,Male,57,Toys,1,35.84,Credit Card,2021-01-12 00:00:00,Emaar Square Mall,35.84,56+
I102819,C309720,Male,53,Food & Beverage,2,10.46,Cash,2022-10-26 00:00:00,Zorlu Center,20.92,46-55
I102824,C194938,Male,27,Clothing,5,1500.4,Debit Card,2022-11-12 00:00:00,Istinye Park,7502,26-35
I102825,C150885,Female,65,Clothing,4,1200.32,Cash,2022-09-01 00:00:00,Metrocity,4801.28,56+
I102832,C146777,Female,40,Shoes,2,1200.34,Cash,2022-06-20 00:00:00,Istinye Park,2400.68,36-45
I102836,C279148,Male,64,Books,3,45.45,Debit Card,2022-03-07 00:00:00,Mall of Istanbul,136.35,56+
I102837,C320088,Female,21,Clothing,3,900.24,Cash,2021-11-27 00:00:00,Kanyon,2700.72,18-25
I102840,C161257,Female,39,Toys,4,143.36,Debit Card,2021-05-27 00:00:00,Metropol AVM,573.44,36-45
I102843,C235737,Female,48,Food & Beverage,5,26.15,Cash,2021-11-01 00:00:00,Metrocity,130.75,46-55
I102845,C175442,Female,41,Souvenir,4,46.92,Cash,2023-03-05 00:00:00,Metrocity,187.68,36-45
I102847,C123536,Male,51,Souvenir,3,35.19,Debit Card,2022-03-09 00:00:00,Kanyon,105.57,46-55
I102848,C252901,Female,59,Shoes,1,600.17,Debit Card,2021-01-13 00:00:00,Kanyon,600.17,56+
I102849,C251633,Female,69,Clothing,4,1200.32,Credit Card,2021-03-04 00:00:00,Mall of Istanbul,4801.28,56+
I102855,C159521,Female,19,Clothing,2,600.16,Cash,2022-10-15 00:00:00,Istinye Park,1200.32,18-25
I102873,C994454,Female,25,Toys,4,143.36,Credit Card,2022-08-24 00:00:00,Mall of Istanbul,573.44,18-25
I102876,C283599,Female,18,Cosmetics,3,121.98,Credit Card,2023-02-27 00:00:00,Mall of Istanbul,365.94,<18
I102877,C505213,Female,29,Toys,4,143.36,Cash,2022-11-25 00:00:00,Metropol AVM,573.44,26-35
I102879,C380202,Female,26,Food & Beverage,4,20.92,Debit Card,2022-09-03 00:00:00,Cevahir AVM,83.68,26-35
I102881,C482255,Female,50,Clothing,2,600.16,Cash,2021-09-21 00:00:00,Mall of Istanbul,1200.32,46-55
I102883,C114509,Female,22,Food & Beverage,5,26.15,Cash,2021-10-08 00:00:00,Kanyon,130.75,18-25
I102884,C121907,Female,45,Toys,5,179.2,Credit Card,2021-03-22 00:00:00,Metrocity,896,36-45
I102885,C216254,Male,42,Food & Beverage,5,26.15,Cash,2022-08-22 00:00:00,Kanyon,130.75,36-45
I102886,C896170,Female,60,Clothing,1,300.08,Credit Card,2022-07-07 00:00:00,Forum Istanbul,300.08,56+
I102893,C264654,Male,66,Cosmetics,5,203.3,Credit Card,2022-08-03 00:00:00,Kanyon,1016.5,56+
I102902,C603291,Male,58,Toys,1,35.84,Cash,2022-11-28 00:00:00,Viaport Outlet,35.84,56+
I102905,C318145,Female,42,Food & Beverage,5,26.15,Credit Card,2021-11-07 00:00:00,Kanyon,130.75,36-45
I102906,C219499,Female,20,Toys,3,107.52,Cash,2021-10-16 00:00:00,Kanyon,322.56,18-25
I102917,C262929,Male,59,Clothing,3,900.24,Debit Card,2021-04-02 00:00:00,Metrocity,2700.72,56+
I102923,C148421,Male,63,Toys,4,143.36,Debit Card,2022-09-21 00:00:00,Metropol AVM,573.44,56+
I102925,C217020,Female,27,Cosmetics,5,203.3,Credit Card,2023-01-13 00:00:00,Metrocity,1016.5,26-35
I102926,C319883,Female,60,Food & Beverage,1,5.23,Cash,2022-08-06 00:00:00,Cevahir AVM,5.23,56+
I102928,C211300,Male,60,Cosmetics,1,40.66,Credit Card,2021-03-04 00:00:00,Mall of Istanbul,40.66,56+
I102931,C318182,Male,26,Shoes,5,3000.85,Debit Card,2022-05-18 00:00:00,Mall of Istanbul,15004.25,26-35
I102935,C184509,Female,59,Cosmetics,1,40.66,Cash,2021-06-16 00:00:00,Mall of Istanbul,40.66,56+
I102939,C100110,Female,28,Clothing,5,1500.4,Credit Card,2022-05-01 00:00:00,Metrocity,7502,26-35
I102941,C189039,Female,45,Cosmetics,2,81.32,Cash,2022-05-14 00:00:00,Metrocity,162.64,36-45
I102944,C105025,Male,33,Cosmetics,2,81.32,Cash,2021-12-03 00:00:00,Forum Istanbul,162.64,26-35
I102945,C287896,Female,34,Clothing,1,300.08,Cash,2022-06-25 00:00:00,Metrocity,300.08,26-35
I102946,C182144,Female,62,Clothing,3,900.24,Cash,2022-11-30 00:00:00,Viaport Outlet,2700.72,56+
I102954,C155342,Male,30,Food & Beverage,4,20.92,Cash,2021-02-06 00:00:00,Mall of Istanbul,83.68,26-35
I102958,C332958,Female,54,Clothing,3,900.24,Credit Card,2022-11-02 00:00:00,Istinye Park,2700.72,46-55
I102960,C131004,Female,34,Technology,3,3150,Credit Card,2021-01-25 00:00:00,Mall of Istanbul,9450,26-35
I102964,C321846,Female,69,Shoes,2,1200.34,Cash,2021-04-23 00:00:00,Viaport Outlet,2400.68,56+
I102969,C166525,Female,62,Cosmetics,2,81.32,Debit Card,2021-04-17 00:00:00,Mall of Istanbul,162.64,56+
I102977,C316330,Female,30,Souvenir,4,46.92,Credit Card,2022-10-30 00:00:00,Metropol AVM,187.68,26-35
I102979,C628682,Female,35,Souvenir,3,35.19,Credit Card,2022-01-23 00:00:00,Mall of Istanbul,105.57,26-35
I102985,C191792,Male,42,Souvenir,2,23.46,Debit Card,2021-06-01 00:00:00,Mall of Istanbul,46.92,36-45
I102989,C273531,Female,67,Shoes,2,1200.34,Cash,2021-03-01 00:00:00,Cevahir AVM,2400.68,56+
I102990,C296573,Male,22,Shoes,5,3000.85,Credit Card,2022-07-20 00:00:00,Kanyon,15004.25,18-25
I102991,C397967,Female,28,Books,3,45.45,Credit Card,2021-10-12 00:00:00,Metrocity,136.35,26-35
I102993,C142692,Female,67,Clothing,2,600.16,Credit Card,2022-11-21 00:00:00,Forum Istanbul,1200.32,56+
I102994,C262644,Female,69,Shoes,3,1800.51,Debit Card,2022-01-11 00:00:00,Mall of Istanbul,5401.53,56+
I102999,C295992,Male,34,Toys,3,107.52,Credit Card,2021-08-17 00:00:00,Metrocity,322.56,26-35
I103002,C245635,Female,62,Food & Beverage,2,10.46,Credit Card,2021-07-03 00:00:00,Viaport Outlet,20.92,56+
I103004,C560575,Male,33,Food & Beverage,1,5.23,Cash,2022-02-04 00:00:00,Metropol AVM,5.23,26-35
I103006,C258085,Male,41,Technology,4,4200,Cash,2022-07-20 00:00:00,Cevahir AVM,16800,36-45
I103010,C260917,Female,51,Shoes,1,600.17,Cash,2021-08-02 00:00:00,Metrocity,600.17,46-55
I103014,C185481,Female,57,Clothing,4,1200.32,Debit Card,2022-07-03 00:00:00,Istinye Park,4801.28,56+
I103016,C633152,Female,60,Clothing,4,1200.32,Credit Card,2021-07-12 00:00:00,Forum Istanbul,4801.28,56+
I103019,C335724,Male,60,Shoes,2,1200.34,Cash,2022-10-14 00:00:00,Forum Istanbul,2400.68,56+
I103020,C327792,Female,27,Books,4,60.6,Cash,2021-06-17 00:00:00,Mall of Istanbul,242.4,26-35
I103021,C325728,Male,36,Books,1,15.15,Debit Card,2023-02-25 00:00:00,Mall of Istanbul,15.15,36-45
I103026,C142823,Female,64,Shoes,1,600.17,Cash,2021-10-21 00:00:00,Viaport Outlet,600.17,56+
I103028,C243168,Female,22,Toys,4,143.36,Credit Card,2021-08-24 00:00:00,Zorlu Center,573.44,18-25
I103029,C213516,Female,18,Toys,5,179.2,Cash,2021-06-21 00:00:00,Mall of Istanbul,896,<18
I103031,C228178,Female,55,Toys,5,179.2,Cash,2021-09-17 00:00:00,Kanyon,896,46-55
I103032,C317778,Male,65,Clothing,2,600.16,Debit Card,2022-09-06 00:00:00,Kanyon,1200.32,56+
I103033,C960822,Female,38,Technology,2,2100,Debit Card,2021-09-14 00:00:00,Zorlu Center,4200,36-45
I103035,C155712,Male,21,Clothing,5,1500.4,Debit Card,2021-08-29 00:00:00,Metrocity,7502,18-25
I103036,C992589,Female,39,Cosmetics,2,81.32,Cash,2022-08-18 00:00:00,Istinye Park,162.64,36-45
I103044,C367741,Female,48,Clothing,5,1500.4,Cash,2021-06-13 00:00:00,Viaport Outlet,7502,46-55
I103045,C267316,Female,62,Shoes,1,600.17,Cash,2022-08-24 00:00:00,Metrocity,600.17,56+
I103046,C208145,Female,33,Food & Beverage,1,5.23,Credit Card,2021-01-26 00:00:00,Emaar Square Mall,5.23,26-35
I103055,C315737,Male,44,Cosmetics,4,162.64,Credit Card,2022-07-17 00:00:00,Metrocity,650.56,36-45
I103056,C258161,Male,34,Food & Beverage,4,20.92,Credit Card,2022-05-18 00:00:00,Mall of Istanbul,83.68,26-35
I103059,C264391,Female,67,Cosmetics,1,40.66,Debit Card,2022-06-20 00:00:00,Metrocity,40.66,56+
I103061,C603549,Female,41,Clothing,2,600.16,Cash,2021-01-17 00:00:00,Mall of Istanbul,1200.32,36-45
I103062,C232094,Female,53,Food & Beverage,5,26.15,Credit Card,2023-02-11 00:00:00,Kanyon,130.75,46-55
I103064,C274479,Female,36,Toys,2,71.68,Cash,2023-03-04 00:00:00,Metrocity,143.36,36-45
I103065,C205710,Male,31,Books,2,30.3,Credit Card,2021-03-14 00:00:00,Mall of Istanbul,60.6,26-35
I103066,C340003,Male,66,Clothing,1,300.08,Cash,2021-08-11 00:00:00,Mall of Istanbul,300.08,56+
I103067,C210847,Male,22,Toys,3,107.52,Debit Card,2021-11-25 00:00:00,Kanyon,322.56,18-25
I103068,C115494,Male,69,Clothing,2,600.16,Debit Card,2021-03-21 00:00:00,Kanyon,1200.32,56+
I103070,C754112,Male,19,Cosmetics,2,81.32,Cash,2021-12-31 00:00:00,Kanyon,162.64,18-25
I103071,C243412,Male,26,Food & Beverage,5,26.15,Cash,2022-12-09 00:00:00,Mall of Istanbul,130.75,26-35
I103072,C170969,Male,20,Cosmetics,4,162.64,Cash,2022-04-04 00:00:00,Forum Istanbul,650.56,18-25
I103076,C288406,Female,24,Clothing,4,1200.32,Debit Card,2021-09-10 00:00:00,Viaport Outlet,4801.28,18-25
I103081,C119424,Female,68,Food & Beverage,2,10.46,Cash,2022-07-27 00:00:00,Mall of Istanbul,20.92,56+
I103082,C286580,Female,33,Books,3,45.45,Credit Card,2022-10-12 00:00:00,Metrocity,136.35,26-35
I103083,C936888,Female,48,Cosmetics,4,162.64,Cash,2022-02-15 00:00:00,Istinye Park,650.56,46-55
I103085,C252697,Female,27,Clothing,2,600.16,Credit Card,2022-08-27 00:00:00,Kanyon,1200.32,26-35
I103086,C285452,Female,52,Cosmetics,4,162.64,Cash,2022-08-17 00:00:00,Metrocity,650.56,46-55
